type,objective,rewrite_prompt,explain_prompt
MOVIE,"""Forrest Gump""","Rewrite this text but do it using the writing style of the movie ""Forrest Gump""","Describe the tone, style, topic of the movie """"Forrest Gump"""" in 40 words"
MOVIE,"""Inception""","Rewrite this text but do it using the writing style of the movie ""Inception""","Describe the tone, style, topic of the movie """"Inception"""" in 40 words"
MOVIE,"""The Lion King""","Rewrite this text but do it using the writing style of the movie ""The Lion King""","Describe the tone, style, topic of the movie """"The Lion King"""" in 40 words"
MOVIE,"""The Dark Knight""","Rewrite this text but do it using the writing style of the movie ""The Dark Knight""","Describe the tone, style, topic of the movie """"The Dark Knight"""" in 40 words"
MOVIE,"""Pulp Fiction""","Rewrite this text but do it using the writing style of the movie ""Pulp Fiction""","Describe the tone, style, topic of the movie """"Pulp Fiction"""" in 40 words"
MOVIE,"""Star Wars: Episode IV - A New Hope""","Rewrite this text but do it using the writing style of the movie ""Star Wars: Episode IV - A New Hope""","Describe the tone, style, topic of the movie """"Star Wars: Episode IV - A New Hope"""" in 40 words"
MOVIE,"""The Lord of the Rings: The Fellowship of the Ring""","Rewrite this text but do it using the writing style of the movie ""The Lord of the Rings: The Fellowship of the Ring""","Describe the tone, style, topic of the movie """"The Lord of the Rings: The Fellowship of the Ring"""" in 40 words"
MOVIE,"""Schindler's List""","Rewrite this text but do it using the writing style of the movie ""Schindler's List""","Describe the tone, style, topic of the movie """"Schindler's List"""" in 40 words"
MOVIE,"""Fight Club""","Rewrite this text but do it using the writing style of the movie ""Fight Club""","Describe the tone, style, topic of the movie """"Fight Club"""" in 40 words"
MOVIE,"""The Lord of the Rings: The Two Towers""","Rewrite this text but do it using the writing style of the movie ""The Lord of the Rings: The Two Towers""","Describe the tone, style, topic of the movie """"The Lord of the Rings: The Two Towers"""" in 40 words"
MOVIE,"""The Usual Suspects""","Rewrite this text but do it using the writing style of the movie ""The Usual Suspects""","Describe the tone, style, topic of the movie """"The Usual Suspects"""" in 40 words"
MOVIE,"""The Silence of the Lambs""","Rewrite this text but do it using the writing style of the movie ""The Silence of the Lambs""","Describe the tone, style, topic of the movie """"The Silence of the Lambs"""" in 40 words"
MOVIE,"""The Green Mile""","Rewrite this text but do it using the writing style of the movie ""The Green Mile""","Describe the tone, style, topic of the movie """"The Green Mile"""" in 40 words"
MOVIE,"""Se7en""","Rewrite this text but do it using the writing style of the movie ""Se7en""","Describe the tone, style, topic of the movie """"Se7en"""" in 40 words"
MOVIE,"""Interstellar""","Rewrite this text but do it using the writing style of the movie ""Interstellar""","Describe the tone, style, topic of the movie """"Interstellar"""" in 40 words"
MOVIE,"""Gladiator""","Rewrite this text but do it using the writing style of the movie ""Gladiator""","Describe the tone, style, topic of the movie """"Gladiator"""" in 40 words"
MOVIE,"""The Departed""","Rewrite this text but do it using the writing style of the movie ""The Departed""","Describe the tone, style, topic of the movie """"The Departed"""" in 40 words"
MOVIE,"""The Godfather: Part II""","Rewrite this text but do it using the writing style of the movie ""The Godfather: Part II""","Describe the tone, style, topic of the movie """"The Godfather: Part II"""" in 40 words"
MOVIE,"""The Lord of the Rings: The Return of the King""","Rewrite this text but do it using the writing style of the movie ""The Lord of the Rings: The Return of the King""","Describe the tone, style, topic of the movie """"The Lord of the Rings: The Return of the King"""" in 40 words"
MOVIE,"""Pulp Fiction""","Rewrite this text but do it using the writing style of the movie ""Pulp Fiction""","Describe the tone, style, topic of the movie """"Pulp Fiction"""" in 40 words"
MOVIE,"""The Dark Knight""","Rewrite this text but do it using the writing style of the movie ""The Dark Knight""","Describe the tone, style, topic of the movie """"The Dark Knight"""" in 40 words"
MOVIE,"""Fight Club""","Rewrite this text but do it using the writing style of the movie ""Fight Club""","Describe the tone, style, topic of the movie """"Fight Club"""" in 40 words"
MOVIE,"""The Shawshank Redemption""","Rewrite this text but do it using the writing style of the movie ""The Shawshank Redemption""","Describe the tone, style, topic of the movie """"The Shawshank Redemption"""" in 40 words"
MOVIE,"""Forrest Gump""","Rewrite this text but do it using the writing style of the movie ""Forrest Gump""","Describe the tone, style, topic of the movie """"Forrest Gump"""" in 40 words"
MOVIE,"""The Lord of the Rings: The Fellowship of the Ring""","Rewrite this text but do it using the writing style of the movie ""The Lord of the Rings: The Fellowship of the Ring""","Describe the tone, style, topic of the movie """"The Lord of the Rings: The Fellowship of the Ring"""" in 40 words"
MOVIE,"""Star Wars: Episode IV - A New Hope""","Rewrite this text but do it using the writing style of the movie ""Star Wars: Episode IV - A New Hope""","Describe the tone, style, topic of the movie """"Star Wars: Episode IV - A New Hope"""" in 40 words"
MOVIE,"""Inception""","Rewrite this text but do it using the writing style of the movie ""Inception""","Describe the tone, style, topic of the movie """"Inception"""" in 40 words"
MOVIE,"""The Matrix""","Rewrite this text but do it using the writing style of the movie ""The Matrix""","Describe the tone, style, topic of the movie """"The Matrix"""" in 40 words"
MOVIE,"""The Lord of the Rings: The Two Towers""","Rewrite this text but do it using the writing style of the movie ""The Lord of the Rings: The Two Towers""","Describe the tone, style, topic of the movie """"The Lord of the Rings: The Two Towers"""" in 40 words"
MOVIE,"""Goodfellas""","Rewrite this text but do it using the writing style of the movie ""Goodfellas""","Describe the tone, style, topic of the movie """"Goodfellas"""" in 40 words"
MOVIE,"""The Silence of the Lambs""","Rewrite this text but do it using the writing style of the movie ""The Silence of the Lambs""","Describe the tone, style, topic of the movie """"The Silence of the Lambs"""" in 40 words"
MOVIE,"""Se7en""","Rewrite this text but do it using the writing style of the movie ""Se7en""","Describe the tone, style, topic of the movie """"Se7en"""" in 40 words"
MOVIE,"""Schindler's List""","Rewrite this text but do it using the writing style of the movie ""Schindler's List""","Describe the tone, style, topic of the movie """"Schindler's List"""" in 40 words"
MOVIE,"""The Godfather: Part II""","Rewrite this text but do it using the writing style of the movie ""The Godfather: Part II""","Describe the tone, style, topic of the movie """"The Godfather: Part II"""" in 40 words"
MOVIE,"""The Usual Suspects""","Rewrite this text but do it using the writing style of the movie ""The Usual Suspects""","Describe the tone, style, topic of the movie """"The Usual Suspects"""" in 40 words"
MOVIE,"""The Green Mile""","Rewrite this text but do it using the writing style of the movie ""The Green Mile""","Describe the tone, style, topic of the movie """"The Green Mile"""" in 40 words"
MOVIE,"""The Departed""","Rewrite this text but do it using the writing style of the movie ""The Departed""","Describe the tone, style, topic of the movie """"The Departed"""" in 40 words"
MOVIE,"""Interstellar""","Rewrite this text but do it using the writing style of the movie ""Interstellar""","Describe the tone, style, topic of the movie """"Interstellar"""" in 40 words"
MOVIE,"""Gladiator""","Rewrite this text but do it using the writing style of the movie ""Gladiator""","Describe the tone, style, topic of the movie """"Gladiator"""" in 40 words"
MOVIE,"""The Dark Knight Rises""","Rewrite this text but do it using the writing style of the movie ""The Dark Knight Rises""","Describe the tone, style, topic of the movie """"The Dark Knight Rises"""" in 40 words"
MOVIE,"""The Pianist""","Rewrite this text but do it using the writing style of the movie ""The Pianist""","Describe the tone, style, topic of the movie """"The Pianist"""" in 40 words"
MOVIE,"""The Prestige""","Rewrite this text but do it using the writing style of the movie ""The Prestige""","Describe the tone, style, topic of the movie """"The Prestige"""" in 40 words"
MOVIE,"""The Intouchables""","Rewrite this text but do it using the writing style of the movie ""The Intouchables""","Describe the tone, style, topic of the movie """"The Intouchables"""" in 40 words"
MOVIE,"""The Grand Budapest Hotel""","Rewrite this text but do it using the writing style of the movie ""The Grand Budapest Hotel""","Describe the tone, style, topic of the movie """"The Grand Budapest Hotel"""" in 40 words"
MOVIE,"""The Truman Show""","Rewrite this text but do it using the writing style of the movie ""The Truman Show""","Describe the tone, style, topic of the movie """"The Truman Show"""" in 40 words"
MOVIE,"""Jurassic Park""","Rewrite this text but do it using the writing style of the movie ""Jurassic Park""","Describe the tone, style, topic of the movie """"Jurassic Park"""" in 40 words"
MOVIE,"""The Sixth Sense""","Rewrite this text but do it using the writing style of the movie ""The Sixth Sense""","Describe the tone, style, topic of the movie """"The Sixth Sense"""" in 40 words"
MOVIE,The Walking Dead,Rewrite this text but do it using the writing style of the movie The Walking Dead,"Describe the tone, style, topic of the movie ""The Walking Dead"" in 40 words"
PLAY,Hamlet,Rewrite this text but do it using the writing style of the play Hamlet,"Describe the tone, style, topic of the play ""Hamlet"" in 40 words"
PLAY,Romeo and Juliet,Rewrite this text but do it using the writing style of the play Romeo and Juliet,"Describe the tone, style, topic of the play ""Romeo and Juliet"" in 40 words"
PLAY,Macbeth,Rewrite this text but do it using the writing style of the play Macbeth,"Describe the tone, style, topic of the play ""Macbeth"" in 40 words"
PLAY,A Midsummer Night's Dream,Rewrite this text but do it using the writing style of the play A Midsummer Night's Dream,"Describe the tone, style, topic of the play ""A Midsummer Night's Dream"" in 40 words"
PLAY,Othello,Rewrite this text but do it using the writing style of the play Othello,"Describe the tone, style, topic of the play ""Othello"" in 40 words"
PLAY,The Crucible,Rewrite this text but do it using the writing style of the play The Crucible,"Describe the tone, style, topic of the play ""The Crucible"" in 40 words"
PLAY,Death of a Salesman,Rewrite this text but do it using the writing style of the play Death of a Salesman,"Describe the tone, style, topic of the play ""Death of a Salesman"" in 40 words"
PLAY,A Streetcar Named Desire,Rewrite this text but do it using the writing style of the play A Streetcar Named Desire,"Describe the tone, style, topic of the play ""A Streetcar Named Desire"" in 40 words"
PLAY,The Glass Menagerie,Rewrite this text but do it using the writing style of the play The Glass Menagerie,"Describe the tone, style, topic of the play ""The Glass Menagerie"" in 40 words"
PLAY,Waiting for Godot,Rewrite this text but do it using the writing style of the play Waiting for Godot,"Describe the tone, style, topic of the play ""Waiting for Godot"" in 40 words"
PLAY,The Importance of Being Earnest,Rewrite this text but do it using the writing style of the play The Importance of Being Earnest,"Describe the tone, style, topic of the play ""The Importance of Being Earnest"" in 40 words"
PLAY,Long Day's Journey into Night,Rewrite this text but do it using the writing style of the play Long Day's Journey into Night,"Describe the tone, style, topic of the play ""Long Day's Journey into Night"" in 40 words"
PLAY,Cat on a Hot Tin Roof,Rewrite this text but do it using the writing style of the play Cat on a Hot Tin Roof,"Describe the tone, style, topic of the play ""Cat on a Hot Tin Roof"" in 40 words"
PLAY,Twelfth Night,Rewrite this text but do it using the writing style of the play Twelfth Night,"Describe the tone, style, topic of the play ""Twelfth Night"" in 40 words"
PLAY,King Lear,Rewrite this text but do it using the writing style of the play King Lear,"Describe the tone, style, topic of the play ""King Lear"" in 40 words"
PLAY,The Tempest,Rewrite this text but do it using the writing style of the play The Tempest,"Describe the tone, style, topic of the play ""The Tempest"" in 40 words"
PLAY,Antigone,Rewrite this text but do it using the writing style of the play Antigone,"Describe the tone, style, topic of the play ""Antigone"" in 40 words"
PLAY,Oedipus Rex,Rewrite this text but do it using the writing style of the play Oedipus Rex,"Describe the tone, style, topic of the play ""Oedipus Rex"" in 40 words"
PLAY,A Doll's House,Rewrite this text but do it using the writing style of the play A Doll's House,"Describe the tone, style, topic of the play ""A Doll's House"" in 40 words"
PLAY,The Cherry Orchard,Rewrite this text but do it using the writing style of the play The Cherry Orchard,"Describe the tone, style, topic of the play ""The Cherry Orchard"" in 40 words"
PLAY,The Taming of the Shrew,Rewrite this text but do it using the writing style of the play The Taming of the Shrew,"Describe the tone, style, topic of the play ""The Taming of the Shrew"" in 40 words"
PLAY,Julius Caesar,Rewrite this text but do it using the writing style of the play Julius Caesar,"Describe the tone, style, topic of the play ""Julius Caesar"" in 40 words"
PLAY,Richard III,Rewrite this text but do it using the writing style of the play Richard III,"Describe the tone, style, topic of the play ""Richard III"" in 40 words"
PLAY,A Raisin in the Sun,Rewrite this text but do it using the writing style of the play A Raisin in the Sun,"Describe the tone, style, topic of the play ""A Raisin in the Sun"" in 40 words"
PLAY,The Merchant of Venice,Rewrite this text but do it using the writing style of the play The Merchant of Venice,"Describe the tone, style, topic of the play ""The Merchant of Venice"" in 40 words"
PLAY,Much Ado About Nothing,Rewrite this text but do it using the writing style of the play Much Ado About Nothing,"Describe the tone, style, topic of the play ""Much Ado About Nothing"" in 40 words"
PLAY,The Importance of Being Earnest,Rewrite this text but do it using the writing style of the play The Importance of Being Earnest,"Describe the tone, style, topic of the play ""The Importance of Being Earnest"" in 40 words"
PLAY,An Inspector Calls,Rewrite this text but do it using the writing style of the play An Inspector Calls,"Describe the tone, style, topic of the play ""An Inspector Calls"" in 40 words"
PLAY,As You Like It,Rewrite this text but do it using the writing style of the play As You Like It,"Describe the tone, style, topic of the play ""As You Like It"" in 40 words"
PLAY,The Cherry Orchard,Rewrite this text but do it using the writing style of the play The Cherry Orchard,"Describe the tone, style, topic of the play ""The Cherry Orchard"" in 40 words"
PLAY,The Seagull,Rewrite this text but do it using the writing style of the play The Seagull,"Describe the tone, style, topic of the play ""The Seagull"" in 40 words"
PLAY,The Mousetrap,Rewrite this text but do it using the writing style of the play The Mousetrap,"Describe the tone, style, topic of the play ""The Mousetrap"" in 40 words"
PLAY,The Phantom of the Opera,Rewrite this text but do it using the writing style of the play The Phantom of the Opera,"Describe the tone, style, topic of the play ""The Phantom of the Opera"" in 40 words"
PLAY,Les Misérables,Rewrite this text but do it using the writing style of the play Les Misérables,"Describe the tone, style, topic of the play ""Les Misérables"" in 40 words"
PLAY,The Lion King,Rewrite this text but do it using the writing style of the play The Lion King,"Describe the tone, style, topic of the play ""The Lion King"" in 40 words"
PLAY,Wicked,Rewrite this text but do it using the writing style of the play Wicked,"Describe the tone, style, topic of the play ""Wicked"" in 40 words"
PLAY,Rent,Rewrite this text but do it using the writing style of the play Rent,"Describe the tone, style, topic of the play ""Rent"" in 40 words"
PLAY,West Side Story,Rewrite this text but do it using the writing style of the play West Side Story,"Describe the tone, style, topic of the play ""West Side Story"" in 40 words"
PLAY,Chicago,Rewrite this text but do it using the writing style of the play Chicago,"Describe the tone, style, topic of the play ""Chicago"" in 40 words"
PLAY,The Sound of Music,Rewrite this text but do it using the writing style of the play The Sound of Music,"Describe the tone, style, topic of the play ""The Sound of Music"" in 40 words"
PLAY,A Chorus Line,Rewrite this text but do it using the writing style of the play A Chorus Line,"Describe the tone, style, topic of the play ""A Chorus Line"" in 40 words"
PLAY,Cabaret,Rewrite this text but do it using the writing style of the play Cabaret,"Describe the tone, style, topic of the play ""Cabaret"" in 40 words"
PLAY,Fiddler on the Roof,Rewrite this text but do it using the writing style of the play Fiddler on the Roof,"Describe the tone, style, topic of the play ""Fiddler on the Roof"" in 40 words"
PLAY,Hamilton,Rewrite this text but do it using the writing style of the play Hamilton,"Describe the tone, style, topic of the play ""Hamilton"" in 40 words"
PLAY,Sweeney Todd: The Demon Barber of Fleet Street,Rewrite this text but do it using the writing style of the play Sweeney Todd: The Demon Barber of Fleet Street,"Describe the tone, style, topic of the play ""Sweeney Todd: The Demon Barber of Fleet Street"" in 40 words"
PLAY,Guys and Dolls,Rewrite this text but do it using the writing style of the play Guys and Dolls,"Describe the tone, style, topic of the play ""Guys and Dolls"" in 40 words"
PLAY,My Fair Lady,Rewrite this text but do it using the writing style of the play My Fair Lady,"Describe the tone, style, topic of the play ""My Fair Lady"" in 40 words"
PLAY,South Pacific,Rewrite this text but do it using the writing style of the play South Pacific,"Describe the tone, style, topic of the play ""South Pacific"" in 40 words"
PLAY,The Phantom of the Opera,Rewrite this text but do it using the writing style of the play The Phantom of the Opera,"Describe the tone, style, topic of the play ""The Phantom of the Opera"" in 40 words"
PLAY,Les Misérables,Rewrite this text but do it using the writing style of the play Les Misérables,"Describe the tone, style, topic of the play ""Les Misérables"" in 40 words"
PLAY,The Lion King,Rewrite this text but do it using the writing style of the play The Lion King,"Describe the tone, style, topic of the play ""The Lion King"" in 40 words"
PLAY,Wicked,Rewrite this text but do it using the writing style of the play Wicked,"Describe the tone, style, topic of the play ""Wicked"" in 40 words"
PLAY,Rent,Rewrite this text but do it using the writing style of the play Rent,"Describe the tone, style, topic of the play ""Rent"" in 40 words"
PLAY,West Side Story,Rewrite this text but do it using the writing style of the play West Side Story,"Describe the tone, style, topic of the play ""West Side Story"" in 40 words"
PLAY,Chicago,Rewrite this text but do it using the writing style of the play Chicago,"Describe the tone, style, topic of the play ""Chicago"" in 40 words"
PLAY,The Sound of Music,Rewrite this text but do it using the writing style of the play The Sound of Music,"Describe the tone, style, topic of the play ""The Sound of Music"" in 40 words"
PLAY,A Chorus Line,Rewrite this text but do it using the writing style of the play A Chorus Line,"Describe the tone, style, topic of the play ""A Chorus Line"" in 40 words"
PLAY,Cabaret,Rewrite this text but do it using the writing style of the play Cabaret,"Describe the tone, style, topic of the play ""Cabaret"" in 40 words"
PLAY,Fiddler on the Roof,Rewrite this text but do it using the writing style of the play Fiddler on the Roof,"Describe the tone, style, topic of the play ""Fiddler on the Roof"" in 40 words"
PLAY,Hamilton,Rewrite this text but do it using the writing style of the play Hamilton,"Describe the tone, style, topic of the play ""Hamilton"" in 40 words"
PLAY,Sweeney Todd: The Demon Barber of Fleet Street,Rewrite this text but do it using the writing style of the play Sweeney Todd: The Demon Barber of Fleet Street,"Describe the tone, style, topic of the play ""Sweeney Todd: The Demon Barber of Fleet Street"" in 40 words"
PLAY,Guys and Dolls,Rewrite this text but do it using the writing style of the play Guys and Dolls,"Describe the tone, style, topic of the play ""Guys and Dolls"" in 40 words"
PLAY,My Fair Lady,Rewrite this text but do it using the writing style of the play My Fair Lady,"Describe the tone, style, topic of the play ""My Fair Lady"" in 40 words"
PLAY,South Pacific,Rewrite this text but do it using the writing style of the play South Pacific,"Describe the tone, style, topic of the play ""South Pacific"" in 40 words"
PLAY,The Phantom of the Opera,Rewrite this text but do it using the writing style of the play The Phantom of the Opera,"Describe the tone, style, topic of the play ""The Phantom of the Opera"" in 40 words"
PLAY,Les Misérables,Rewrite this text but do it using the writing style of the play Les Misérables,"Describe the tone, style, topic of the play ""Les Misérables"" in 40 words"
PLAY,The Lion King,Rewrite this text but do it using the writing style of the play The Lion King,"Describe the tone, style, topic of the play ""The Lion King"" in 40 words"
PLAY,Wicked,Rewrite this text but do it using the writing style of the play Wicked,"Describe the tone, style, topic of the play ""Wicked"" in 40 words"
PLAY,Rent,Rewrite this text but do it using the writing style of the play Rent,"Describe the tone, style, topic of the play ""Rent"" in 40 words"
PLAY,West Side Story,Rewrite this text but do it using the writing style of the play West Side Story,"Describe the tone, style, topic of the play ""West Side Story"" in 40 words"
PLAY,Chicago,Rewrite this text but do it using the writing style of the play Chicago,"Describe the tone, style, topic of the play ""Chicago"" in 40 words"
PLAY,The Sound of Music,Rewrite this text but do it using the writing style of the play The Sound of Music,"Describe the tone, style, topic of the play ""The Sound of Music"" in 40 words"
PLAY,A Chorus Line,Rewrite this text but do it using the writing style of the play A Chorus Line,"Describe the tone, style, topic of the play ""A Chorus Line"" in 40 words"
PLAY,Cabaret,Rewrite this text but do it using the writing style of the play Cabaret,"Describe the tone, style, topic of the play ""Cabaret"" in 40 words"
PLAY,Fiddler on the Roof,Rewrite this text but do it using the writing style of the play Fiddler on the Roof,"Describe the tone, style, topic of the play ""Fiddler on the Roof"" in 40 words"
PLAY,Hamilton,Rewrite this text but do it using the writing style of the play Hamilton,"Describe the tone, style, topic of the play ""Hamilton"" in 40 words"
PLAY,Sweeney Todd: The Demon Barber of Fleet Street,Rewrite this text but do it using the writing style of the play Sweeney Todd: The Demon Barber of Fleet Street,"Describe the tone, style, topic of the play ""Sweeney Todd: The Demon Barber of Fleet Street"" in 40 words"
PLAY,Guys and Dolls,Rewrite this text but do it using the writing style of the play Guys and Dolls,"Describe the tone, style, topic of the play ""Guys and Dolls"" in 40 words"
PLAY,My Fair Lady,Rewrite this text but do it using the writing style of the play My Fair Lady,"Describe the tone, style, topic of the play ""My Fair Lady"" in 40 words"
PLAY,South Pacific,Rewrite this text but do it using the writing style of the play South Pacific,"Describe the tone, style, topic of the play ""South Pacific"" in 40 words"
PLAY,The Phantom of the Opera,Rewrite this text but do it using the writing style of the play The Phantom of the Opera,"Describe the tone, style, topic of the play ""The Phantom of the Opera"" in 40 words"
PLAY,Les Misérables,Rewrite this text but do it using the writing style of the play Les Misérables,"Describe the tone, style, topic of the play ""Les Misérables"" in 40 words"
PLAY,The Lion King,Rewrite this text but do it using the writing style of the play The Lion King,"Describe the tone, style, topic of the play ""The Lion King"" in 40 words"
PLAY,Wicked,Rewrite this text but do it using the writing style of the play Wicked,"Describe the tone, style, topic of the play ""Wicked"" in 40 words"
PLAY,Rent,Rewrite this text but do it using the writing style of the play Rent,"Describe the tone, style, topic of the play ""Rent"" in 40 words"
PLAY,West Side Story,Rewrite this text but do it using the writing style of the play West Side Story,"Describe the tone, style, topic of the play ""West Side Story"" in 40 words"
PLAY,Chicago,Rewrite this text but do it using the writing style of the play Chicago,"Describe the tone, style, topic of the play ""Chicago"" in 40 words"
PLAY,The Sound of Music,Rewrite this text but do it using the writing style of the play The Sound of Music,"Describe the tone, style, topic of the play ""The Sound of Music"" in 40 words"
PLAY,A Chorus Line,Rewrite this text but do it using the writing style of the play A Chorus Line,"Describe the tone, style, topic of the play ""A Chorus Line"" in 40 words"
PLAY,Cabaret,Rewrite this text but do it using the writing style of the play Cabaret,"Describe the tone, style, topic of the play ""Cabaret"" in 40 words"
PLAY,Fiddler on the Roof,Rewrite this text but do it using the writing style of the play Fiddler on the Roof,"Describe the tone, style, topic of the play ""Fiddler on the Roof"" in 40 words"
PLAY,Hamilton,Rewrite this text but do it using the writing style of the play Hamilton,"Describe the tone, style, topic of the play ""Hamilton"" in 40 words"
PLAY,Sweeney Todd: The Demon Barber of Fleet Street,Rewrite this text but do it using the writing style of the play Sweeney Todd: The Demon Barber of Fleet Street,"Describe the tone, style, topic of the play ""Sweeney Todd: The Demon Barber of Fleet Street"" in 40 words"
PLAY,Guys and Dolls,Rewrite this text but do it using the writing style of the play Guys and Dolls,"Describe the tone, style, topic of the play ""Guys and Dolls"" in 40 words"
PLAY,My Fair Lady,Rewrite this text but do it using the writing style of the play My Fair Lady,"Describe the tone, style, topic of the play ""My Fair Lady"" in 40 words"
PLAY,South Pacific,Rewrite this text but do it using the writing style of the play South Pacific,"Describe the tone, style, topic of the play ""South Pacific"" in 40 words"
PLAY,The Phantom of the Opera,Rewrite this text but do it using the writing style of the play The Phantom of the Opera,"Describe the tone, style, topic of the play ""The Phantom of the Opera"" in 40 words"
PLAY,Les Misérables,Rewrite this text but do it using the writing style of the play Les Misérables,"Describe the tone, style, topic of the play ""Les Misérables"" in 40 words"
PLAY,The Lion King,Rewrite this text but do it using the writing style of the play The Lion King,"Describe the tone, style, topic of the play ""The Lion King"" in 40 words"
PLAY,Wicked,Rewrite this text but do it using the writing style of the play Wicked,"Describe the tone, style, topic of the play ""Wicked"" in 40 words"
STYLE,poem,Rewrite this text as if it was written as a poem,"Describe the writting style ""poem"" in 40 words"
STYLE,sonnet,Rewrite this text as if it was written as a sonnet,"Describe the writting style ""sonnet"" in 40 words"
STYLE,haiku,Rewrite this text as if it was written as a haiku,"Describe the writting style ""haiku"" in 40 words"
STYLE,limerick,Rewrite this text as if it was written as a limerick,"Describe the writting style ""limerick"" in 40 words"
STYLE,ballad,Rewrite this text as if it was written as a ballad,"Describe the writting style ""ballad"" in 40 words"
STYLE,epic,Rewrite this text as if it was written as a epic,"Describe the writting style ""epic"" in 40 words"
STYLE,ode,Rewrite this text as if it was written as a ode,"Describe the writting style ""ode"" in 40 words"
STYLE,villanelle,Rewrite this text as if it was written as a villanelle,"Describe the writting style ""villanelle"" in 40 words"
STYLE,free verse,Rewrite this text as if it was written as a free verse,"Describe the writting style ""free verse"" in 40 words"
STYLE,blank verse,Rewrite this text as if it was written as a blank verse,"Describe the writting style ""blank verse"" in 40 words"
STYLE,sestina,Rewrite this text as if it was written as a sestina,"Describe the writting style ""sestina"" in 40 words"
STYLE,ghazal,Rewrite this text as if it was written as a ghazal,"Describe the writting style ""ghazal"" in 40 words"
STYLE,pantoum,Rewrite this text as if it was written as a pantoum,"Describe the writting style ""pantoum"" in 40 words"
STYLE,tanka,Rewrite this text as if it was written as a tanka,"Describe the writting style ""tanka"" in 40 words"
STYLE,acrostic,Rewrite this text as if it was written as a acrostic,"Describe the writting style ""acrostic"" in 40 words"
STYLE,elegy,Rewrite this text as if it was written as a elegy,"Describe the writting style ""elegy"" in 40 words"
STYLE,prose poem,Rewrite this text as if it was written as a prose poem,"Describe the writting style ""prose poem"" in 40 words"
STYLE,concrete poetry,Rewrite this text as if it was written as a concrete poetry,"Describe the writting style ""concrete poetry"" in 40 words"
STYLE,narrative poem,Rewrite this text as if it was written as a narrative poem,"Describe the writting style ""narrative poem"" in 40 words"
STYLE,lyrical,Rewrite this text as if it was written as a lyrical,"Describe the writting style ""lyrical"" in 40 words"
STYLE,lyric poem,Rewrite this text as if it was written as a lyric poem,"Describe the writting style ""lyric poem"" in 40 words"
STYLE,romantic poetry,Rewrite this text as if it was written as a romantic poetry,"Describe the writting style ""romantic poetry"" in 40 words"
STYLE,metaphysical poetry,Rewrite this text as if it was written as a metaphysical poetry,"Describe the writting style ""metaphysical poetry"" in 40 words"
STYLE,pastoral poetry,Rewrite this text as if it was written as a pastoral poetry,"Describe the writting style ""pastoral poetry"" in 40 words"
STYLE,satirical poetry,Rewrite this text as if it was written as a satirical poetry,"Describe the writting style ""satirical poetry"" in 40 words"
STYLE,confessional poetry,Rewrite this text as if it was written as a confessional poetry,"Describe the writting style ""confessional poetry"" in 40 words"
STYLE,surrealist poetry,Rewrite this text as if it was written as a surrealist poetry,"Describe the writting style ""surrealist poetry"" in 40 words"
STYLE,modernist poetry,Rewrite this text as if it was written as a modernist poetry,"Describe the writting style ""modernist poetry"" in 40 words"
STYLE,postmodernist poetry,Rewrite this text as if it was written as a postmodernist poetry,"Describe the writting style ""postmodernist poetry"" in 40 words"
STYLE,beat poetry,Rewrite this text as if it was written as a beat poetry,"Describe the writting style ""beat poetry"" in 40 words"
STYLE,slam poetry,Rewrite this text as if it was written as a slam poetry,"Describe the writting style ""slam poetry"" in 40 words"
STYLE,spoken word poetry,Rewrite this text as if it was written as a spoken word poetry,"Describe the writting style ""spoken word poetry"" in 40 words"
STYLE,found poetry,Rewrite this text as if it was written as a found poetry,"Describe the writting style ""found poetry"" in 40 words"
STYLE,epistolary poetry,Rewrite this text as if it was written as a epistolary poetry,"Describe the writting style ""epistolary poetry"" in 40 words"
STYLE,eclogue,Rewrite this text as if it was written as a eclogue,"Describe the writting style ""eclogue"" in 40 words"
STYLE,sapphic stanza,Rewrite this text as if it was written as a sapphic stanza,"Describe the writting style ""sapphic stanza"" in 40 words"
STYLE,terza rima,Rewrite this text as if it was written as a terza rima,"Describe the writting style ""terza rima"" in 40 words"
STYLE,tercet,Rewrite this text as if it was written as a tercet,"Describe the writting style ""tercet"" in 40 words"
STYLE,quatrain,Rewrite this text as if it was written as a quatrain,"Describe the writting style ""quatrain"" in 40 words"
STYLE,quintain,Rewrite this text as if it was written as a quintain,"Describe the writting style ""quintain"" in 40 words"
STYLE,sextain,Rewrite this text as if it was written as a sextain,"Describe the writting style ""sextain"" in 40 words"
STYLE,octave,Rewrite this text as if it was written as a octave,"Describe the writting style ""octave"" in 40 words"
STYLE,envoi,Rewrite this text as if it was written as a envoi,"Describe the writting style ""envoi"" in 40 words"
STYLE,refrain,Rewrite this text as if it was written as a refrain,"Describe the writting style ""refrain"" in 40 words"
STYLE,villancico,Rewrite this text as if it was written as a villancico,"Describe the writting style ""villancico"" in 40 words"
STYLE,canto,Rewrite this text as if it was written as a canto,"Describe the writting style ""canto"" in 40 words"
STYLE,stanza,Rewrite this text as if it was written as a stanza,"Describe the writting style ""stanza"" in 40 words"
STYLE,strophe,Rewrite this text as if it was written as a strophe,"Describe the writting style ""strophe"" in 40 words"
STYLE,verse,Rewrite this text as if it was written as a verse,"Describe the writting style ""verse"" in 40 words"
STYLE,lyricism,Rewrite this text as if it was written as a lyricism,"Describe the writting style ""lyricism"" in 40 words"
